text,mitre_technique_ID,mitre_technique_name
Deletes the WinDefend service,T1562.001,Impair Defenses: Disable or Modify Tools
Stops the Microsoft Defender Antivirus Network Inspection Service (WdNisSvc),T1562.001,Impair Defenses: Disable or Modify Tools
designed to hamper Windows Defender,T1562.001,Impair Defenses: Disable or Modify Tools
to fool potential victims into opening them.,T1204.002,User Execution: Malicious File
users still need to manually mount them and run the fake PDFs to trigger the infection chain,T1204.002,User Execution: Malicious File
Manually executing the lnk file triggers,T1204.002,User Execution: Malicious File
Manual interactions are required,T1204.002,User Execution: Malicious File
a lot of junk code,T1027,Obfuscated Files or Information
keylogging,T1056.001,Input Capture: Keylogging
taking screenshots,T1113,Screen Capture
to load a binary into memory that injects,T1055,Process Injection
can modify group policy for privilege escalation and defense evasion,T1484.001,Domain or Tenant Policy Modification: Group Policy Modification
can modify group policy for privilege escalation and defense evasion.,T1484.001,Domain or Tenant Policy Modification: Group Policy Modification
Attempts to delete malicious batch files.,T1070.004,Indicator Removal: File Deletion
makes modifications to the Registry.,T1112,Modify Registry
"adds a custom icon to the registry,",T1112,Modify Registry
modifies the registry,T1112,Modify Registry
creating a registry key HKCU\Control Panel\Desktop,T1112,Modify Registry
Disables Windows Defender with batch scripts,T1562.001,Impair Defenses: Disable or Modify Tools
with batch scripts,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Uses batch scripts,T1059.003,Command and Scripting Interpreter: Windows Command Shell
the command line argument,T1059.003,Command and Scripting Interpreter: Windows Command Shell
uses Mimikatz to dump passwords.,T1003.001,OS Credential Dumping: LSASS Memory
Uses GetComputerName to query the computer name.,T1082,System Information Discovery
has used RDP for lateral movement.,T1021.001,Remote Services: Remote Desktop Protocol
has installed and used legitimate tools such as TeamViewer and AnyConnect on targeted systems.,T1219,Remote Access Software
"iterate through the entire file system,",T1083,File and Directory Discovery
Victims receive spear phishing emails with attached malicious zip files,T1566.001,Phishing: Spearphishing Attachment
encoded PowerShell scripts,T1027,Obfuscated Files or Information
scripts to download additional scripts.,T1105,Ingress Tool Transfer
Creates benign-looking services for the ransomware binary.,T1543.003,Create or Modify System Process: Windows Service
Creates benign-looking services for the ransomware binary.,T1543.003,Create or Modify System Process: Windows Service
Lists internal IP addresses,T1016,System Network Configuration Discovery
has installed and used PsExec to execute payloads on remote hosts.,T1569.002,System Services: Service Execution
 Malicious actors typically gain entry to organizations’ Microsoft 365 environments by abusing either stolen account credentials,T1078,Valid Accounts
malicious actors behaving in predictable ways once they gain access to customer Microsoft 365 environment.,T1078,Valid Accounts
Actor signs in to a Microsoft 365 account from an endpoint,T1078,Valid Accounts
malicious actor signing in to a Microsoft 365 account,T1078,Valid Accounts
which the actor took after logging in to a user’s Microsoft 365 account,T1078,Valid Accounts
a malicious actor was observed signing in to a Microsoft 365 account,T1078,Valid Accounts
began with an actor signing into an internal user’s Microsoft 365 account from a VPN,T1078,Valid Accounts
a spoof of the legitimate ‘PerfectData’ software designed to masquerade a malicious application as legitimate,T1036.005,Masquerading: Match Legitimate Name or Location
brute-force activity,T1110,Brute Force
The emails included an attachment named ‘Credit Transfer Copy.html’,T1566.001,Phishing: Spearphishing Attachment
"capable of modifying Windows UAC prompt, disabling Windows Defender notifications, disabling Task Manager, disabling command prompt, preventing users from accessing Windows registry tools, disabling the Run command, and modifying the display timeout",T1562.001,Impair Defenses: Disable or Modify Tools
performing antivirus tampering,T1562.001,Impair Defenses: Disable or Modify Tools
the script retrieves NSudo and modifies Windows UAC prompt behavior by allowing administrators to perform operations without authentication or consent prompts,T1562.001,Impair Defenses: Disable or Modify Tools
"Disabling Windows Defender notifications, Disabling Task Manager, Disabling command prompt, Preventing users from accessing Windows registry tools, Disabling Run command, Modifying the display timeout",T1562.001,Impair Defenses: Disable or Modify Tools
threat actor(s) made sure to add more paths and folders to Windows Defender exclusion including %TEMP% and C:\Windows\* as well as adding .ps1 (PowerShell) extension to the exclusion list.,T1562.001,Impair Defenses: Disable or Modify Tools
"Disabling Windows Defender notifications, Task Manager and Command Prompt",T1562.001,Impair Defenses: Disable or Modify Tools
recursively removes the implementation of Windows Defender IOfficeAntiVirus,T1562.001,Impair Defenses: Disable or Modify Tools
It then adds the extensions such as exe and DLL as exclusions to Windows Defender.,T1562.001,Impair Defenses: Disable or Modify Tools
performs the antivirus checks,T1518.001,Software Discovery: Security Software Discovery
The script checks the host against the list of antiviruses,T1518.001,Software Discovery: Security Software Discovery
antivirus check script,T1518.001,Software Discovery: Security Software Discovery
to download the malicious update.bat file from the C2 domain,T1105,Ingress Tool Transfer
has the capability of sending additional payloads to the hosts,T1105,Ingress Tool Transfer
pulling additional BatLoader payloads and scripts from C2,T1105,Ingress Tool Transfer
retrieves the same files from the C2,T1105,Ingress Tool Transfer
"executing scripts and commands retrieved from C2 such as ps1, bat, vbs, and exe",T1105,Ingress Tool Transfer
the script retrieves the Cobalt Strike payload,T1105,Ingress Tool Transfer
retrieves and executes the runanddelete.bat and scripttodo.ps1 scripts from the C2,T1105,Ingress Tool Transfer
then the full set of malware is retrieved from C2,T1105,Ingress Tool Transfer
retrieving malware from C2,T1105,Ingress Tool Transfer
The batch file was executed,T1059.003,Command and Scripting Interpreter: Windows Command Shell
the batch file to run,T1059.003,Command and Scripting Interpreter: Windows Command Shell
the batch file,T1059.003,Command and Scripting Interpreter: Windows Command Shell
The batch file,T1059.003,Command and Scripting Interpreter: Windows Command Shell
The batch script,T1059.003,Command and Scripting Interpreter: Windows Command Shell
cmd /C,T1059.003,Command and Scripting Interpreter: Windows Command Shell
cmd /c,T1059.003,Command and Scripting Interpreter: Windows Command Shell
cmd /c,T1059.003,Command and Scripting Interpreter: Windows Command Shell
the username,T1033,System Owner/User Discovery
using the username,T1033,System Owner/User Discovery
username,T1033,System Owner/User Discovery
"obtains all entries within the IPs starting with 192., 10., and .172 in the ARP cache table",T1016,System Network Configuration Discovery
it then checks the amount of IPs found in the ARP table,T1016,System Network Configuration Discovery
ARP table,T1016,System Network Configuration Discovery
the GPG-encrypted files:,T1027,Obfuscated Files or Information
the encrypted data,T1027,Obfuscated Files or Information
the encrypted strings reside within the function,T1027,Obfuscated Files or Information
The data stored in the BSS section is encoded,T1027,Obfuscated Files or Information
the encoded data in the BSS section,T1027,Obfuscated Files or Information
on the API calls QueryPerformanceFrequency and QueryPerformanceCounter,T1106,Native API
from API call GetSystemTimeAsFileTime,T1106,Native API
using the API,T1106,Native API
The traffic beaconing contains the following pattern that will be encrypted with the AES key extracted from the compressed blob,T1573.001,Encrypted Channel: Symmetric Cryptography
the encrypted with AES-128 beacon,T1573.001,Encrypted Channel: Symmetric Cryptography
OS version and system type,T1082,System Information Discovery
computer name,T1082,System Information Discovery
computer name,T1082,System Information Discovery
screenshot,T1113,Screen Capture
"then collects the credentials, host information, files,",T1005,Data from Local System
Syncro RMM is a Remote Monitoring and Management tool used to control and manage devices remotely.,T1219,Remote Access Software
tool can be used as a persistence mechanism and remote accessing,T1219,Remote Access Software
Syncro RMM can also be used as a persistence mechanism,T1219,Remote Access Software
leverages SOCKS5,T1095,Non-Application Layer Protocol
leverages SOCKS5 proxies to hide malicious traffic,T1090,Proxy
